,co,temp,rhum,wspd,pres,coco
2021-04-30 01:00:00,150.0,6.0,70.0,3.6,1015.0,2.0
2021-04-30 02:00:00,150.0,6.0,70.0,3.6,1015.0,2.0
2021-04-30 03:00:00,150.0,4.0,81.0,5.4,1015.0,2.0
2021-04-30 04:00:00,150.0,4.0,87.0,3.6,1015.0,2.0
2021-04-30 05:00:00,150.0,4.0,81.0,3.6,1015.0,2.0
2021-04-30 06:00:00,150.0,5.0,75.0,5.4,1016.0,2.0
2021-04-30 07:00:00,150.0,6.0,76.0,5.4,1016.0,2.0
2021-04-30 08:00:00,150.0,7.0,61.0,7.6,1016.0,2.0
2021-04-30 09:00:00,150.0,9.0,53.0,5.4,1015.0,2.0
2021-04-30 10:00:00,200.0,10.0,43.0,7.6,1015.0,2.0
2021-04-30 11:00:00,200.0,10.0,43.0,7.6,1015.0,2.0
2021-04-30 12:00:00,0.0,10.0,43.0,9.4,1015.0,3.0
2021-04-30 13:00:00,0.0,11.0,43.0,9.4,1015.0,3.0
2021-04-30 14:00:00,,12.0,35.0,3.6,1014.0,3.0
2021-04-30 15:00:00,,11.0,40.0,9.4,1015.0,17.0
2021-04-30 16:00:00,,10.0,50.0,13.0,1014.0,4.0
2021-04-30 17:00:00,,11.0,47.0,11.2,1014.0,4.0
2021-04-30 18:00:00,,9.0,62.0,16.6,1015.0,3.0
2021-04-30 19:00:00,,9.0,57.0,14.8,1015.0,3.0
2021-04-30 20:00:00,,9.0,62.0,9.4,1015.0,2.0
2021-04-30 21:00:00,,8.0,66.0,7.6,1015.0,2.0
2021-04-30 22:00:00,,8.0,66.0,7.6,1016.0,2.0
2021-04-30 23:00:00,,9.0,62.0,7.6,1016.0,2.0
2021-05-01 00:00:00,,7.0,71.0,5.4,1016.0,2.0
2021-05-01 01:00:00,250.0,6.0,76.0,3.6,1016.0,2.0
2021-05-01 02:00:00,150.0,5.0,87.0,5.4,1016.0,2.0
2021-05-01 03:00:00,150.0,5.0,81.0,3.6,1015.0,2.0
2021-05-01 04:00:00,0.0,4.0,87.0,3.6,1016.0,2.0
2021-05-01 05:00:00,0.0,4.0,87.0,5.4,1016.0,2.0
2021-05-01 06:00:00,0.0,5.0,81.0,3.6,1016.0,2.0
2021-05-01 07:00:00,0.0,6.0,81.0,7.6,1017.0,2.0
2021-05-01 08:00:00,0.0,7.0,76.0,11.2,1017.0,2.0
2021-05-01 09:00:00,,9.0,62.0,11.2,1016.0,2.0
2021-05-01 10:00:00,,10.0,50.0,13.0,1016.0,2.0
2021-05-01 11:00:00,,10.0,50.0,11.2,1016.0,2.0
2021-05-01 12:00:00,,10.0,54.0,11.2,1016.0,2.0
2021-05-01 13:00:00,,11.0,47.0,11.2,1016.0,2.0
2021-05-01 14:00:00,,11.0,43.0,13.0,1015.0,2.0
2021-05-01 15:00:00,,12.0,41.0,11.2,1015.0,2.0
2021-05-01 16:00:00,,12.0,44.0,14.8,1016.0,17.0
2021-05-01 17:00:00,,11.0,47.0,11.2,1016.0,3.0
2021-05-01 18:00:00,,11.0,47.0,11.2,1017.0,3.0
2021-05-01 19:00:00,,10.0,58.0,16.6,1018.0,3.0
2021-05-01 20:00:00,,9.0,62.0,7.6,1018.0,2.0
2021-05-01 21:00:00,,8.0,66.0,7.6,1019.0,2.0
2021-05-01 22:00:00,,8.0,66.0,5.4,1019.0,2.0
2021-05-01 23:00:00,,7.0,76.0,5.4,1019.0,2.0
2021-05-02 00:00:00,,6.0,81.0,3.6,1019.0,2.0
2021-05-02 01:00:00,250.0,6.0,81.0,3.6,1019.0,2.0
2021-05-02 02:00:00,250.0,6.0,81.0,3.6,1019.0,2.0
2021-05-02 03:00:00,200.0,5.0,87.0,1.8,1020.0,2.0
2021-05-02 04:00:00,200.0,5.0,81.0,3.6,1020.0,2.0
2021-05-02 05:00:00,150.0,5.0,81.0,7.6,1020.0,2.0
2021-05-02 06:00:00,150.0,6.0,81.0,1.8,1021.0,2.0
2021-05-02 07:00:00,150.0,6.0,81.0,5.4,1021.0,2.0
2021-05-02 08:00:00,150.0,8.0,71.0,3.6,1021.0,2.0
2021-05-02 09:00:00,200.0,10.0,62.0,5.4,1021.0,2.0
2021-05-02 10:00:00,200.0,10.0,58.0,7.6,1021.0,2.0
2021-05-02 11:00:00,250.0,10.0,58.0,9.4,1021.0,2.0
2021-05-02 12:00:00,300.0,10.0,46.0,14.8,1021.0,2.0
2021-05-02 13:00:00,300.0,13.0,41.0,3.6,1021.0,3.0
2021-05-02 14:00:00,300.0,13.0,38.0,16.6,1021.0,3.0
2021-05-02 15:00:00,350.0,11.0,47.0,5.4,1020.0,3.0
2021-05-02 16:00:00,300.0,13.0,38.0,7.6,1020.0,2.0
2021-05-02 17:00:00,300.0,11.0,50.0,14.8,1020.0,2.0
2021-05-02 18:00:00,300.0,11.0,54.0,13.0,1020.0,2.0
2021-05-02 19:00:00,300.0,11.0,54.0,11.2,1021.0,3.0
2021-05-02 20:00:00,250.0,10.0,62.0,13.0,1021.0,3.0
2021-05-02 21:00:00,250.0,9.0,66.0,9.4,1021.0,3.0
2021-05-02 22:00:00,600.0,9.0,66.0,13.0,1021.0,3.0
2021-05-02 23:00:00,,9.0,62.0,13.0,1021.0,3.0
2021-05-03 00:00:00,,8.0,66.0,11.2,1021.0,3.0
2021-05-03 01:00:00,200.0,8.0,66.0,11.2,1020.0,3.0
2021-05-03 02:00:00,150.0,7.0,71.0,11.2,1020.0,3.0
2021-05-03 03:00:00,150.0,7.0,76.0,11.2,1020.0,3.0
2021-05-03 04:00:00,150.0,7.0,76.0,14.8,1020.0,3.0
2021-05-03 05:00:00,150.0,7.0,76.0,11.2,1020.0,4.0
2021-05-03 06:00:00,150.0,7.0,76.0,9.4,1019.0,4.0
2021-05-03 07:00:00,150.0,9.0,71.0,14.8,1019.0,4.0
2021-05-03 08:00:00,100.0,10.0,66.0,20.5,1018.0,4.0
2021-05-03 09:00:00,100.0,11.0,58.0,22.3,1017.0,4.0
2021-05-03 10:00:00,150.0,12.0,54.0,22.3,1015.0,3.0
2021-05-03 11:00:00,150.0,13.0,41.0,27.7,1015.0,7.0
2021-05-03 12:00:00,200.0,13.0,41.0,31.7,1013.0,7.0
2021-05-03 13:00:00,200.0,13.0,41.0,31.7,1013.0,7.0
2021-05-03 14:00:00,200.0,12.0,44.0,37.1,1010.0,7.0
2021-05-03 15:00:00,200.0,12.0,44.0,33.5,1009.0,8.0
2021-05-03 16:00:00,150.0,12.0,54.0,29.5,1008.0,7.0
2021-05-03 17:00:00,150.0,12.0,50.0,27.7,1005.0,7.0
2021-05-03 18:00:00,100.0,11.0,62.0,33.5,1003.0,7.0
2021-05-03 19:00:00,100.0,10.0,76.0,37.1,1001.0,8.0
2021-05-03 20:00:00,50.0,9.0,82.0,35.3,999.0,8.0
2021-05-03 21:00:00,,10.0,82.0,35.3,998.0,8.0
2021-05-03 22:00:00,,10.0,87.0,33.5,996.0,7.0
2021-05-03 23:00:00,,10.0,94.0,27.7,995.0,7.0
2021-05-04 00:00:00,,10.0,76.0,33.5,994.0,7.0
2021-05-04 01:00:00,0.0,10.0,71.0,27.7,994.0,7.0
2021-05-04 02:00:00,0.0,10.0,71.0,31.7,994.0,4.0
2021-05-04 03:00:00,0.0,10.0,71.0,29.5,994.0,4.0
2021-05-04 04:00:00,0.0,9.0,76.0,33.5,994.0,4.0
2021-05-04 05:00:00,100.0,9.0,76.0,29.5,994.0,3.0
2021-05-04 06:00:00,100.0,9.0,76.0,35.3,997.0,7.0
2021-05-04 07:00:00,200.0,9.0,66.0,37.1,998.0,3.0
2021-05-04 08:00:00,400.0,9.0,66.0,35.3,998.0,3.0
2021-05-04 09:00:00,300.0,11.0,58.0,37.1,999.0,3.0
2021-05-04 10:00:00,200.0,11.0,54.0,37.1,1000.0,3.0
2021-05-04 11:00:00,300.0,12.0,50.0,35.3,1001.0,3.0
2021-05-04 12:00:00,400.0,12.0,50.0,38.9,1001.0,3.0
2021-05-04 13:00:00,300.0,11.0,62.0,42.5,1002.0,17.0
2021-05-04 14:00:00,300.0,14.0,41.0,38.9,1003.0,17.0
2021-05-04 15:00:00,500.0,11.0,54.0,33.5,1002.0,17.0
2021-05-04 16:00:00,700.0,12.0,47.0,29.5,1002.0,2.0
2021-05-04 17:00:00,700.0,12.0,38.0,37.1,1003.0,2.0
2021-05-04 18:00:00,800.0,11.0,47.0,29.5,1004.0,2.0
2021-05-04 19:00:00,800.0,10.0,50.0,27.7,1005.0,2.0
2021-05-04 20:00:00,800.0,8.0,66.0,20.5,1005.0,2.0
2021-05-04 21:00:00,600.0,8.0,66.0,24.1,1005.0,2.0
2021-05-04 22:00:00,,8.0,61.0,25.9,1005.0,2.0
2021-05-04 23:00:00,,8.0,61.0,24.1,1005.0,2.0
2021-05-05 00:00:00,,7.0,66.0,27.7,1005.0,2.0
2021-05-05 01:00:00,150.0,7.0,71.0,22.3,1005.0,2.0
2021-05-05 02:00:00,150.0,6.0,70.0,27.7,1006.0,2.0
2021-05-05 03:00:00,450.0,6.0,76.0,18.4,1007.0,2.0
2021-05-05 04:00:00,400.0,5.0,81.0,5.4,1007.0,2.0
2021-05-05 05:00:00,300.0,6.0,76.0,16.6,1007.0,2.0
2021-05-05 06:00:00,300.0,6.0,76.0,14.8,1008.0,2.0
2021-05-05 07:00:00,400.0,7.0,71.0,14.8,1009.0,2.0
2021-05-05 08:00:00,300.0,8.0,66.0,14.8,1009.0,2.0
2021-05-05 09:00:00,250.0,8.0,61.0,18.4,1009.0,2.0
2021-05-05 10:00:00,300.0,10.0,50.0,16.6,1010.0,2.0
2021-05-05 11:00:00,650.0,11.0,40.0,20.5,1010.0,2.0
2021-05-05 12:00:00,700.0,12.0,38.0,20.5,1009.0,2.0
2021-05-05 13:00:00,650.0,12.0,38.0,16.6,1010.0,2.0
2021-05-05 14:00:00,500.0,11.0,43.0,13.0,1010.0,18.0
2021-05-05 15:00:00,650.0,8.0,71.0,22.3,1011.0,18.0
2021-05-05 16:00:00,550.0,7.0,76.0,22.3,1011.0,18.0
2021-05-05 17:00:00,500.0,7.0,76.0,1.8,1010.0,18.0
2021-05-05 18:00:00,800.0,7.0,76.0,9.4,1010.0,3.0
2021-05-05 19:00:00,600.0,6.0,76.0,13.0,1010.0,3.0
2021-05-05 20:00:00,600.0,5.0,87.0,11.2,1010.0,3.0
2021-05-05 21:00:00,550.0,6.0,81.0,14.8,1010.0,3.0
2021-05-05 22:00:00,500.0,5.0,87.0,13.0,1010.0,5.0
2021-05-05 23:00:00,,5.0,87.0,13.0,1009.0,5.0
2021-05-06 00:00:00,,5.0,87.0,13.0,1009.0,5.0
2021-05-06 01:00:00,450.0,4.0,93.0,13.0,1008.0,5.0
2021-05-06 02:00:00,450.0,4.0,87.0,9.4,1008.0,5.0
2021-05-06 03:00:00,450.0,4.0,87.0,9.4,1007.0,2.0
2021-05-06 04:00:00,300.0,4.0,87.0,7.6,1007.0,5.0
2021-05-06 05:00:00,400.0,4.0,87.0,11.2,1007.0,5.0
2021-05-06 06:00:00,600.0,5.0,81.0,5.4,1006.0,4.0
2021-05-06 07:00:00,700.0,6.0,81.0,11.2,1006.0,4.0
2021-05-06 08:00:00,700.0,7.0,76.0,9.4,1006.0,4.0
2021-05-06 09:00:00,700.0,9.0,62.0,13.0,1006.0,4.0
2021-05-06 10:00:00,600.0,10.0,54.0,11.2,1005.0,3.0
2021-05-06 11:00:00,600.0,10.0,50.0,13.0,1006.0,3.0
2021-05-06 12:00:00,700.0,7.0,71.0,20.5,1006.0,3.0
2021-05-06 13:00:00,400.0,8.0,71.0,16.6,1006.0,3.0
2021-05-06 14:00:00,500.0,9.0,62.0,14.8,1006.0,3.0
2021-05-06 15:00:00,800.0,11.0,47.0,14.8,1006.0,3.0
2021-05-06 16:00:00,800.0,12.0,33.0,22.3,1006.0,2.0
2021-05-06 17:00:00,,11.0,40.0,16.6,1007.0,2.0
2021-05-06 18:00:00,,12.0,30.0,16.6,1008.0,2.0
2021-05-06 19:00:00,,11.0,37.0,16.6,1008.0,2.0
2021-05-06 20:00:00,,11.0,37.0,16.6,1009.0,2.0
2021-05-06 21:00:00,,10.0,40.0,13.0,1009.0,2.0
2021-05-06 22:00:00,,10.0,46.0,16.6,1010.0,2.0
2021-05-06 23:00:00,,9.0,50.0,22.3,1011.0,2.0
2021-05-07 00:00:00,,8.0,61.0,25.9,1011.0,2.0
2021-05-07 01:00:00,1100.0,7.0,71.0,22.3,1012.0,2.0
2021-05-07 02:00:00,600.0,7.0,71.0,16.6,1012.0,2.0
2021-05-07 03:00:00,400.0,7.0,66.0,20.5,1013.0,2.0
2021-05-07 04:00:00,400.0,6.0,70.0,20.5,1014.0,2.0
2021-05-07 05:00:00,600.0,6.0,70.0,16.6,1014.0,2.0
2021-05-07 06:00:00,600.0,7.0,66.0,18.4,1015.0,2.0
2021-05-07 07:00:00,800.0,8.0,66.0,13.0,1016.0,2.0
2021-05-07 08:00:00,1000.0,9.0,62.0,13.0,1016.0,2.0
2021-05-07 09:00:00,600.0,10.0,50.0,14.8,1017.0,2.0
2021-05-07 10:00:00,900.0,11.0,37.0,16.6,1017.0,1.0
2021-05-07 11:00:00,700.0,13.0,35.0,14.8,1017.0,2.0
2021-05-07 12:00:00,700.0,14.0,36.0,20.5,1017.0,2.0
2021-05-07 13:00:00,,15.0,31.0,18.4,1017.0,2.0
2021-05-07 14:00:00,,13.0,33.0,24.1,1017.0,2.0
2021-05-07 15:00:00,,15.0,31.0,14.8,1016.0,3.0
2021-05-07 16:00:00,,14.0,33.0,20.5,1016.0,3.0
2021-05-07 17:00:00,,13.0,38.0,14.8,1016.0,3.0
2021-05-07 18:00:00,,13.0,41.0,18.4,1016.0,3.0
2021-05-07 19:00:00,,12.0,41.0,18.4,1016.0,3.0
2021-05-07 20:00:00,,11.0,40.0,13.0,1017.0,3.0
2021-05-07 21:00:00,,10.0,46.0,7.6,1017.0,3.0
2021-05-07 22:00:00,,9.0,50.0,9.4,1016.0,3.0
2021-05-07 23:00:00,,9.0,50.0,5.4,1015.0,18.0
2021-05-08 00:00:00,,9.0,43.0,5.4,1014.0,18.0
2021-05-08 01:00:00,500.0,9.0,43.0,11.2,1013.0,18.0
2021-05-08 02:00:00,500.0,9.0,46.0,13.0,1012.0,8.0
2021-05-08 03:00:00,500.0,9.0,50.0,14.8,1010.0,8.0
2021-05-08 04:00:00,300.0,8.0,71.0,14.8,1010.0,8.0
2021-05-08 05:00:00,200.0,7.0,87.0,18.4,1009.0,8.0
2021-05-08 06:00:00,300.0,8.0,87.0,16.6,1007.0,8.0
2021-05-08 07:00:00,100.0,9.0,87.0,16.6,1006.0,8.0
2021-05-08 08:00:00,100.0,10.0,87.0,18.4,1005.0,8.0
2021-05-08 09:00:00,100.0,11.0,94.0,14.8,1004.0,5.0
2021-05-08 10:00:00,,13.0,88.0,22.3,1003.0,5.0
2021-05-08 11:00:00,,14.0,82.0,25.9,1003.0,9.0
2021-05-08 12:00:00,,14.0,82.0,27.7,1003.0,8.0
2021-05-08 13:00:00,,15.0,77.0,29.5,1003.0,7.0
2021-05-08 14:00:00,,16.0,72.0,22.3,1003.0,7.0
2021-05-08 15:00:00,,16.0,72.0,27.7,1003.0,7.0
2021-05-08 16:00:00,,16.0,72.0,24.1,1003.0,4.0
2021-05-08 17:00:00,,16.0,72.0,25.9,1003.0,4.0
2021-05-08 18:00:00,,16.0,72.0,20.5,1003.0,4.0
2021-05-08 19:00:00,,16.0,68.0,20.5,1003.0,4.0
2021-05-08 20:00:00,,16.0,68.0,16.6,1002.0,4.0
2021-05-08 21:00:00,,15.0,67.0,18.4,1002.0,3.0
2021-05-08 22:00:00,,15.0,67.0,14.8,1001.0,4.0
2021-05-08 23:00:00,,15.0,63.0,16.6,1001.0,3.0
2021-05-09 00:00:00,,15.0,63.0,20.5,1000.0,3.0
2021-05-09 01:00:00,0.0,15.0,63.0,20.5,999.0,3.0
2021-05-09 02:00:00,,15.0,67.0,18.4,999.0,3.0
2021-05-09 03:00:00,,14.0,72.0,16.6,999.0,3.0
2021-05-09 04:00:00,,14.0,77.0,11.2,998.0,3.0
2021-05-09 05:00:00,,13.0,82.0,13.0,998.0,3.0
2021-05-09 06:00:00,,14.0,77.0,11.2,998.0,3.0
2021-05-09 07:00:00,,15.0,72.0,14.8,998.0,3.0
2021-05-09 08:00:00,,17.0,68.0,18.4,997.0,4.0
2021-05-09 09:00:00,,18.0,64.0,14.8,997.0,7.0
2021-05-09 10:00:00,,20.0,56.0,16.6,997.0,3.0
2021-05-09 11:00:00,,20.0,56.0,25.9,996.0,3.0
2021-05-09 12:00:00,,20.0,56.0,18.4,997.0,3.0
2021-05-09 13:00:00,,18.0,64.0,20.5,997.0,4.0
2021-05-09 14:00:00,,19.0,60.0,24.1,997.0,4.0
2021-05-09 15:00:00,,19.0,60.0,22.3,997.0,17.0
2021-05-09 16:00:00,,18.0,64.0,24.1,997.0,3.0
2021-05-09 17:00:00,,18.0,60.0,20.5,996.0,3.0
2021-05-09 18:00:00,,18.0,60.0,13.0,995.0,3.0
2021-05-09 19:00:00,,18.0,60.0,11.2,996.0,4.0
2021-05-09 20:00:00,,18.0,60.0,5.4,996.0,4.0
2021-05-09 21:00:00,,17.0,68.0,14.8,997.0,7.0
2021-05-09 22:00:00,,15.0,82.0,11.2,996.0,17.0
2021-05-09 23:00:00,,15.0,82.0,3.6,996.0,7.0
2021-05-10 00:00:00,,14.0,88.0,7.6,996.0,4.0
2021-05-10 01:00:00,0.0,13.0,88.0,13.0,996.0,4.0
2021-05-10 02:00:00,0.0,13.0,82.0,13.0,996.0,4.0
2021-05-10 03:00:00,0.0,12.0,82.0,11.2,997.0,4.0
2021-05-10 04:00:00,0.0,11.0,88.0,13.0,997.0,4.0
2021-05-10 05:00:00,0.0,11.0,88.0,18.4,997.0,4.0
2021-05-10 06:00:00,100.0,12.0,82.0,14.8,998.0,4.0
2021-05-10 07:00:00,200.0,13.0,77.0,18.4,999.0,3.0
2021-05-10 08:00:00,100.0,14.0,67.0,22.3,999.0,3.0
2021-05-10 09:00:00,100.0,13.0,72.0,22.3,1000.0,3.0
2021-05-10 10:00:00,100.0,14.0,67.0,24.1,1001.0,3.0
2021-05-10 11:00:00,100.0,15.0,63.0,29.5,1001.0,17.0
2021-05-10 12:00:00,100.0,15.0,59.0,27.7,1002.0,17.0
2021-05-10 13:00:00,100.0,16.0,52.0,33.5,1002.0,17.0
2021-05-10 14:00:00,100.0,16.0,52.0,31.7,1002.0,17.0
2021-05-10 15:00:00,,16.0,48.0,33.5,1003.0,17.0
2021-05-10 16:00:00,,17.0,42.0,27.7,1003.0,3.0
2021-05-10 17:00:00,,16.0,42.0,27.7,1004.0,2.0
2021-05-10 18:00:00,,15.0,51.0,16.6,1004.0,2.0
2021-05-10 19:00:00,,14.0,55.0,25.9,1005.0,2.0
2021-05-10 20:00:00,,13.0,58.0,16.6,1006.0,2.0
2021-05-10 21:00:00,,12.0,67.0,11.2,1006.0,2.0
2021-05-10 22:00:00,,11.0,71.0,13.0,1007.0,1.0
2021-05-10 23:00:00,,11.0,71.0,11.2,1007.0,2.0
2021-05-11 00:00:00,,10.0,76.0,9.4,1007.0,2.0
2021-05-11 01:00:00,0.0,10.0,76.0,9.4,1006.0,2.0
2021-05-11 02:00:00,0.0,9.0,82.0,7.6,1007.0,2.0
2021-05-11 03:00:00,0.0,9.0,82.0,5.4,1007.0,2.0
2021-05-11 04:00:00,0.0,9.0,87.0,13.0,1007.0,2.0
2021-05-11 05:00:00,0.0,9.0,82.0,9.4,1007.0,3.0
2021-05-11 06:00:00,0.0,9.0,87.0,7.6,1008.0,4.0
2021-05-11 07:00:00,100.0,11.0,76.0,9.4,1007.0,4.0
2021-05-11 08:00:00,100.0,12.0,77.0,11.2,1008.0,4.0
2021-05-11 09:00:00,100.0,15.0,67.0,7.6,1007.0,4.0
2021-05-11 10:00:00,100.0,14.0,67.0,9.4,1007.0,17.0
2021-05-11 11:00:00,0.0,15.0,59.0,14.8,1007.0,17.0
2021-05-11 12:00:00,0.0,17.0,48.0,18.4,1007.0,17.0
2021-05-11 13:00:00,0.0,17.0,45.0,20.5,1007.0,17.0
2021-05-11 14:00:00,0.0,17.0,42.0,24.1,1007.0,17.0
2021-05-11 15:00:00,0.0,17.0,39.0,20.5,1008.0,17.0
2021-05-11 16:00:00,0.0,16.0,42.0,20.5,1008.0,2.0
2021-05-11 17:00:00,0.0,16.0,42.0,20.5,1007.0,3.0
2021-05-11 18:00:00,0.0,15.0,48.0,18.4,1008.0,3.0
2021-05-11 19:00:00,,15.0,51.0,24.1,1008.0,3.0
2021-05-11 20:00:00,,13.0,58.0,25.9,1009.0,3.0
2021-05-11 21:00:00,,12.0,77.0,16.6,1008.0,3.0
2021-05-11 22:00:00,,12.0,72.0,16.6,1008.0,2.0
2021-05-11 23:00:00,,11.0,71.0,16.6,1009.0,2.0
2021-05-12 00:00:00,,11.0,76.0,16.6,1009.0,3.0
2021-05-12 01:00:00,50.0,11.0,82.0,13.0,1009.0,3.0
2021-05-12 02:00:00,0.0,11.0,76.0,13.0,1009.0,3.0
2021-05-12 03:00:00,0.0,10.0,82.0,13.0,1009.0,3.0
2021-05-12 04:00:00,0.0,10.0,82.0,13.0,1009.0,3.0
2021-05-12 05:00:00,50.0,10.0,82.0,14.8,1009.0,5.0
2021-05-12 06:00:00,100.0,11.0,76.0,13.0,1009.0,3.0
2021-05-12 07:00:00,200.0,11.0,71.0,18.4,1010.0,3.0
2021-05-12 08:00:00,150.0,12.0,67.0,13.0,1010.0,3.0
2021-05-12 09:00:00,100.0,14.0,59.0,18.4,1009.0,3.0
2021-05-12 10:00:00,0.0,14.0,51.0,16.6,1009.0,3.0
2021-05-12 11:00:00,150.0,16.0,45.0,14.8,1009.0,3.0
2021-05-12 12:00:00,200.0,15.0,45.0,13.0,1009.0,3.0
2021-05-12 13:00:00,150.0,15.0,51.0,9.4,1008.0,3.0
2021-05-12 14:00:00,200.0,17.0,42.0,18.4,1008.0,3.0
2021-05-12 15:00:00,200.0,17.0,37.0,16.6,1008.0,3.0
2021-05-12 16:00:00,250.0,17.0,39.0,14.8,1008.0,3.0
2021-05-12 17:00:00,500.0,16.0,39.0,14.8,1008.0,3.0
2021-05-12 18:00:00,500.0,15.0,41.0,11.2,1008.0,3.0
2021-05-12 19:00:00,400.0,15.0,41.0,11.2,1008.0,3.0
2021-05-12 20:00:00,,14.0,51.0,11.2,1008.0,4.0
2021-05-12 21:00:00,,14.0,55.0,11.2,1008.0,4.0
2021-05-12 22:00:00,,13.0,58.0,13.0,1008.0,4.0
2021-05-12 23:00:00,,13.0,67.0,13.0,1007.0,4.0
2021-05-13 00:00:00,,12.0,72.0,16.6,1007.0,4.0
2021-05-13 01:00:00,100.0,12.0,67.0,20.5,1007.0,4.0
2021-05-13 02:00:00,50.0,12.0,72.0,18.4,1006.0,4.0
2021-05-13 03:00:00,100.0,12.0,82.0,20.5,1006.0,7.0
2021-05-13 04:00:00,100.0,11.0,88.0,11.2,1006.0,7.0
2021-05-13 05:00:00,100.0,11.0,94.0,13.0,1006.0,7.0
2021-05-13 06:00:00,150.0,12.0,88.0,11.2,1005.0,5.0
2021-05-13 07:00:00,200.0,12.0,88.0,16.6,1006.0,7.0
2021-05-13 08:00:00,150.0,12.0,88.0,14.8,1006.0,7.0
2021-05-13 09:00:00,100.0,11.0,82.0,11.2,1006.0,7.0
2021-05-13 10:00:00,100.0,11.0,82.0,13.0,1006.0,5.0
2021-05-13 11:00:00,100.0,11.0,82.0,13.0,1006.0,18.0
2021-05-13 12:00:00,100.0,11.0,88.0,13.0,1007.0,18.0
2021-05-13 13:00:00,100.0,11.0,88.0,18.4,1007.0,18.0
2021-05-13 14:00:00,100.0,11.0,76.0,11.2,1006.0,18.0
2021-05-13 15:00:00,100.0,12.0,77.0,16.6,1006.0,18.0
2021-05-13 16:00:00,100.0,12.0,82.0,16.6,1006.0,18.0
2021-05-13 17:00:00,150.0,12.0,82.0,18.4,1006.0,18.0
2021-05-13 18:00:00,150.0,12.0,82.0,18.4,1007.0,18.0
2021-05-13 19:00:00,100.0,11.0,88.0,16.6,1007.0,18.0
2021-05-13 20:00:00,,11.0,82.0,11.2,1008.0,4.0
2021-05-13 21:00:00,,10.0,87.0,14.8,1008.0,4.0
2021-05-13 22:00:00,,10.0,87.0,7.6,1008.0,2.0
2021-05-13 23:00:00,,10.0,87.0,3.6,1008.0,3.0
2021-05-14 00:00:00,,10.0,87.0,5.4,1008.0,4.0
2021-05-14 01:00:00,0.0,10.0,94.0,5.4,1008.0,4.0
2021-05-14 02:00:00,0.0,10.0,87.0,9.4,1008.0,4.0
2021-05-14 03:00:00,0.0,9.0,94.0,14.8,1008.0,4.0
2021-05-14 04:00:00,0.0,9.0,87.0,14.8,1009.0,4.0
2021-05-14 05:00:00,0.0,9.0,87.0,14.8,1009.0,4.0
2021-05-14 06:00:00,0.0,9.0,82.0,9.4,1010.0,4.0
2021-05-14 07:00:00,0.0,9.0,82.0,11.2,1010.0,4.0
2021-05-14 08:00:00,0.0,9.0,82.0,11.2,1010.0,4.0
2021-05-14 09:00:00,0.0,10.0,76.0,11.2,1010.0,4.0
2021-05-14 10:00:00,50.0,10.0,76.0,11.2,1010.0,7.0
2021-05-14 11:00:00,50.0,10.0,76.0,7.6,1010.0,4.0
2021-05-14 12:00:00,0.0,11.0,71.0,7.6,1010.0,4.0
2021-05-14 13:00:00,50.0,11.0,71.0,9.4,1010.0,4.0
2021-05-14 14:00:00,200.0,12.0,67.0,11.2,1010.0,4.0
2021-05-14 15:00:00,300.0,12.0,67.0,7.6,1010.0,4.0
2021-05-14 16:00:00,250.0,12.0,62.0,7.6,1009.0,4.0
2021-05-14 17:00:00,100.0,12.0,62.0,7.6,1009.0,4.0
2021-05-14 18:00:00,150.0,12.0,62.0,1.8,1009.0,3.0
2021-05-14 19:00:00,150.0,12.0,67.0,7.6,1009.0,3.0
2021-05-14 20:00:00,200.0,11.0,71.0,11.2,1008.0,3.0
2021-05-14 21:00:00,200.0,11.0,71.0,9.4,1008.0,4.0
2021-05-14 22:00:00,200.0,11.0,71.0,7.6,1007.0,4.0
2021-05-14 23:00:00,,11.0,76.0,7.6,1007.0,4.0
2021-05-15 00:00:00,,11.0,76.0,3.6,1006.0,4.0
2021-05-15 01:00:00,100.0,10.0,82.0,7.6,1005.0,4.0
2021-05-15 02:00:00,50.0,10.0,76.0,7.6,1004.0,4.0
2021-05-15 03:00:00,50.0,9.0,82.0,9.4,1004.0,4.0
2021-05-15 04:00:00,0.0,9.0,87.0,9.4,1003.0,7.0
2021-05-15 05:00:00,0.0,9.0,87.0,11.2,1003.0,7.0
2021-05-15 06:00:00,50.0,9.0,94.0,13.0,1002.0,7.0
2021-05-15 07:00:00,50.0,9.0,94.0,13.0,1001.0,7.0
2021-05-15 08:00:00,150.0,10.0,94.0,11.2,1001.0,7.0
2021-05-15 09:00:00,100.0,11.0,88.0,11.2,1000.0,7.0
2021-05-15 10:00:00,100.0,11.0,76.0,9.4,1000.0,7.0
2021-05-15 11:00:00,100.0,11.0,82.0,14.8,999.0,7.0
2021-05-15 12:00:00,100.0,12.0,77.0,7.6,999.0,7.0
2021-05-15 13:00:00,50.0,12.0,88.0,7.6,999.0,7.0
2021-05-15 14:00:00,100.0,13.0,77.0,3.6,999.0,7.0
2021-05-15 15:00:00,200.0,13.0,72.0,5.4,999.0,18.0
2021-05-15 16:00:00,150.0,14.0,77.0,3.6,999.0,17.0
2021-05-15 17:00:00,100.0,12.0,77.0,20.5,999.0,18.0
2021-05-15 18:00:00,0.0,13.0,77.0,13.0,999.0,17.0
2021-05-15 19:00:00,0.0,13.0,77.0,11.2,999.0,3.0
