,co,temp,rhum,wspd,pres,coco
2021-06-07 21:00:00,,20.0,60.0,13.0,1023.0,3.0
2021-06-07 22:00:00,,19.0,68.0,5.4,1023.0,4.0
2021-06-07 23:00:00,,17.0,77.0,11.2,1023.0,3.0
2021-06-08 00:00:00,,17.0,77.0,7.6,1024.0,2.0
2021-06-08 01:00:00,50.0,16.0,82.0,11.2,1024.0,2.0
2021-06-08 02:00:00,50.0,16.0,82.0,9.4,1024.0,2.0
2021-06-08 03:00:00,50.0,15.0,82.0,9.4,1024.0,2.0
2021-06-08 04:00:00,50.0,14.0,88.0,7.6,1024.0,2.0
2021-06-08 05:00:00,50.0,14.0,88.0,9.4,1024.0,2.0
2021-06-08 06:00:00,50.0,15.0,82.0,7.6,1024.0,2.0
2021-06-08 07:00:00,50.0,16.0,77.0,9.4,1024.0,2.0
2021-06-08 08:00:00,50.0,18.0,68.0,5.4,1024.0,2.0
2021-06-08 09:00:00,50.0,19.0,60.0,7.6,1024.0,2.0
2021-06-08 10:00:00,50.0,21.0,53.0,5.4,1023.0,2.0
2021-06-08 11:00:00,100.0,22.0,47.0,9.4,1023.0,2.0
2021-06-08 12:00:00,,23.0,41.0,13.0,1023.0,2.0
2021-06-08 13:00:00,,23.0,38.0,9.4,1023.0,2.0
2021-06-08 14:00:00,,24.0,36.0,11.2,1022.0,2.0
2021-06-08 15:00:00,,24.0,39.0,7.6,1022.0,2.0
2021-06-08 16:00:00,,25.0,39.0,13.0,1022.0,2.0
2021-06-08 17:00:00,,24.0,44.0,9.4,1022.0,2.0
2021-06-08 18:00:00,,23.0,47.0,16.6,1022.0,2.0
2021-06-08 19:00:00,,23.0,44.0,16.6,1022.0,2.0
2021-06-08 20:00:00,,21.0,49.0,16.6,1022.0,2.0
2021-06-08 21:00:00,,20.0,53.0,16.6,1023.0,2.0
2021-06-08 22:00:00,,19.0,60.0,16.6,1023.0,2.0
2021-06-08 23:00:00,,18.0,68.0,14.8,1023.0,2.0
2021-06-09 00:00:00,,17.0,72.0,14.8,1023.0,2.0
2021-06-09 01:00:00,,16.0,77.0,11.2,1022.0,2.0
2021-06-09 02:00:00,,15.0,77.0,14.8,1022.0,2.0
2021-06-09 03:00:00,,15.0,72.0,13.0,1022.0,2.0
2021-06-09 04:00:00,,14.0,72.0,13.0,1022.0,2.0
2021-06-09 05:00:00,,14.0,77.0,11.2,1022.0,2.0
2021-06-09 06:00:00,,15.0,72.0,13.0,1022.0,2.0
2021-06-09 07:00:00,,16.0,72.0,11.2,1022.0,2.0
2021-06-09 08:00:00,,18.0,64.0,11.2,1022.0,2.0
2021-06-09 09:00:00,,20.0,53.0,14.8,1022.0,2.0
2021-06-09 10:00:00,,22.0,35.0,14.8,1022.0,1.0
2021-06-09 11:00:00,,23.0,33.0,16.6,1022.0,2.0
2021-06-09 12:00:00,,24.0,24.0,18.4,1021.0,2.0
2021-06-09 13:00:00,,25.0,22.0,14.8,1021.0,2.0
2021-06-09 14:00:00,,26.0,17.0,18.4,1021.0,2.0
2021-06-09 15:00:00,,26.0,17.0,18.4,1020.0,2.0
2021-06-09 16:00:00,,26.0,26.0,18.4,1020.0,1.0
2021-06-09 17:00:00,,26.0,34.0,16.6,1020.0,2.0
2021-06-09 18:00:00,,24.0,44.0,18.4,1020.0,2.0
2021-06-09 19:00:00,,24.0,44.0,18.4,1020.0,2.0
2021-06-09 20:00:00,,23.0,50.0,18.4,1021.0,2.0
2021-06-09 21:00:00,,22.0,61.0,18.4,1021.0,2.0
2021-06-09 22:00:00,,21.0,64.0,16.6,1022.0,2.0
2021-06-09 23:00:00,,20.0,73.0,13.0,1021.0,2.0
2021-06-10 00:00:00,,19.0,78.0,13.0,1021.0,2.0
2021-06-10 01:00:00,,18.0,78.0,11.2,1021.0,2.0
2021-06-10 02:00:00,,18.0,78.0,11.2,1021.0,2.0
2021-06-10 03:00:00,,17.0,83.0,11.2,1020.0,3.0
2021-06-10 04:00:00,,16.0,88.0,11.2,1021.0,3.0
2021-06-10 05:00:00,,16.0,88.0,18.4,1021.0,3.0
2021-06-10 06:00:00,,16.0,88.0,14.8,1022.0,4.0
2021-06-10 07:00:00,,17.0,83.0,9.4,1021.0,4.0
2021-06-10 08:00:00,,19.0,78.0,7.6,1021.0,4.0
2021-06-10 09:00:00,,20.0,73.0,14.8,1022.0,4.0
2021-06-10 10:00:00,,20.0,73.0,13.0,1022.0,4.0
2021-06-10 11:00:00,,20.0,73.0,13.0,1021.0,4.0
2021-06-10 12:00:00,,22.0,65.0,11.2,1021.0,4.0
2021-06-10 13:00:00,,23.0,61.0,11.2,1021.0,4.0
2021-06-10 14:00:00,,24.0,54.0,13.0,1020.0,3.0
2021-06-10 15:00:00,,24.0,54.0,14.8,1020.0,3.0
2021-06-10 16:00:00,,24.0,54.0,16.6,1020.0,3.0
2021-06-10 17:00:00,,24.0,57.0,16.6,1020.0,3.0
2021-06-10 18:00:00,,23.0,61.0,14.8,1020.0,3.0
2021-06-10 19:00:00,,22.0,65.0,16.6,1020.0,2.0
2021-06-10 20:00:00,,21.0,69.0,16.6,1020.0,2.0
2021-06-10 21:00:00,,20.0,73.0,11.2,1020.0,2.0
2021-06-10 22:00:00,,19.0,78.0,13.0,1020.0,2.0
2021-06-10 23:00:00,,18.0,83.0,14.8,1020.0,2.0
2021-06-11 00:00:00,,17.0,88.0,18.4,1020.0,2.0
2021-06-11 01:00:00,50.0,17.0,88.0,14.8,1020.0,2.0
2021-06-11 02:00:00,50.0,17.0,88.0,16.6,1020.0,3.0
2021-06-11 03:00:00,50.0,17.0,88.0,14.8,1020.0,3.0
2021-06-11 04:00:00,50.0,17.0,88.0,14.8,1020.0,3.0
2021-06-11 05:00:00,100.0,17.0,88.0,13.0,1020.0,4.0
2021-06-11 06:00:00,100.0,17.0,88.0,16.6,1020.0,4.0
2021-06-11 07:00:00,100.0,18.0,83.0,13.0,1020.0,4.0
2021-06-11 08:00:00,100.0,18.0,83.0,14.8,1021.0,4.0
2021-06-11 09:00:00,100.0,19.0,78.0,11.2,1021.0,3.0
2021-06-11 10:00:00,100.0,19.0,78.0,14.8,1020.0,4.0
2021-06-11 11:00:00,100.0,22.0,65.0,18.4,1020.0,3.0
2021-06-11 12:00:00,100.0,22.0,65.0,16.6,1019.0,3.0
2021-06-11 13:00:00,100.0,23.0,57.0,18.4,1019.0,3.0
2021-06-11 14:00:00,100.0,24.0,54.0,22.3,1019.0,3.0
2021-06-11 15:00:00,100.0,25.0,47.0,22.3,1019.0,3.0
2021-06-11 16:00:00,100.0,24.0,50.0,20.5,1019.0,3.0
2021-06-11 17:00:00,100.0,24.0,50.0,18.4,1019.0,3.0
2021-06-11 18:00:00,100.0,23.0,53.0,18.4,1019.0,3.0
2021-06-11 19:00:00,100.0,22.0,57.0,18.4,1019.0,3.0
2021-06-11 20:00:00,100.0,21.0,60.0,16.6,1020.0,3.0
2021-06-11 21:00:00,,21.0,64.0,18.4,1020.0,3.0
2021-06-11 22:00:00,,20.0,64.0,22.3,1020.0,3.0
2021-06-11 23:00:00,,20.0,68.0,18.4,1021.0,3.0
2021-06-12 00:00:00,,19.0,73.0,20.5,1021.0,2.0
2021-06-12 01:00:00,50.0,18.0,78.0,20.5,1021.0,2.0
2021-06-12 02:00:00,50.0,18.0,68.0,16.6,1021.0,2.0
2021-06-12 03:00:00,50.0,17.0,72.0,16.6,1021.0,3.0
2021-06-12 04:00:00,50.0,17.0,72.0,16.6,1021.0,3.0
2021-06-12 05:00:00,50.0,16.0,77.0,13.0,1022.0,3.0
2021-06-12 06:00:00,50.0,17.0,72.0,13.0,1022.0,3.0
2021-06-12 07:00:00,50.0,17.0,72.0,11.2,1023.0,3.0
2021-06-12 08:00:00,50.0,18.0,68.0,9.4,1023.0,3.0
2021-06-12 09:00:00,50.0,19.0,60.0,11.2,1023.0,3.0
2021-06-12 10:00:00,50.0,19.0,56.0,11.2,1023.0,3.0
2021-06-12 11:00:00,50.0,20.0,56.0,13.0,1024.0,3.0
2021-06-12 12:00:00,50.0,21.0,49.0,11.2,1024.0,2.0
2021-06-12 13:00:00,50.0,23.0,44.0,11.2,1024.0,2.0
2021-06-12 14:00:00,50.0,23.0,44.0,11.2,1024.0,2.0
2021-06-12 15:00:00,50.0,23.0,41.0,7.6,1024.0,2.0
2021-06-12 16:00:00,50.0,23.0,44.0,11.2,1024.0,1.0
2021-06-12 17:00:00,50.0,23.0,44.0,11.2,1024.0,2.0
2021-06-12 18:00:00,50.0,23.0,44.0,7.6,1024.0,2.0
2021-06-12 19:00:00,50.0,23.0,44.0,9.4,1025.0,2.0
2021-06-12 20:00:00,,22.0,50.0,7.6,1026.0,2.0
2021-06-12 21:00:00,,21.0,53.0,7.6,1026.0,2.0
2021-06-12 22:00:00,,18.0,78.0,13.0,1027.0,1.0
2021-06-12 23:00:00,,17.0,83.0,7.6,1027.0,1.0
2021-06-13 00:00:00,,16.0,88.0,11.2,1027.0,1.0
2021-06-13 01:00:00,150.0,16.0,82.0,7.6,1027.0,1.0
2021-06-13 02:00:00,150.0,16.0,82.0,7.6,1027.0,1.0
2021-06-13 03:00:00,150.0,15.0,88.0,3.6,1027.0,1.0
2021-06-13 04:00:00,100.0,15.0,88.0,3.6,1028.0,1.0
2021-06-13 05:00:00,50.0,16.0,77.0,3.6,1028.0,2.0
2021-06-13 06:00:00,50.0,17.0,72.0,3.6,1028.0,2.0
2021-06-13 07:00:00,50.0,19.0,60.0,3.6,1028.0,2.0
2021-06-13 08:00:00,50.0,21.0,46.0,1.8,1028.0,2.0
2021-06-13 09:00:00,50.0,22.0,50.0,7.6,1028.0,2.0
2021-06-13 10:00:00,50.0,23.0,47.0,7.6,1027.0,1.0
2021-06-13 11:00:00,50.0,24.0,44.0,7.6,1027.0,1.0
2021-06-13 12:00:00,50.0,26.0,42.0,9.4,1026.0,2.0
2021-06-13 13:00:00,50.0,25.0,44.0,9.4,1026.0,2.0
2021-06-13 14:00:00,50.0,27.0,42.0,9.4,1025.0,2.0
2021-06-13 15:00:00,50.0,27.0,45.0,9.4,1024.0,2.0
2021-06-13 16:00:00,50.0,27.0,45.0,5.4,1024.0,1.0
2021-06-13 17:00:00,50.0,27.0,45.0,11.2,1024.0,2.0
2021-06-13 18:00:00,100.0,27.0,45.0,11.2,1024.0,2.0
2021-06-13 19:00:00,100.0,26.0,48.0,14.8,1023.0,2.0
2021-06-13 20:00:00,100.0,23.0,53.0,16.6,1024.0,2.0
2021-06-13 21:00:00,,22.0,53.0,11.2,1024.0,2.0
2021-06-13 22:00:00,,21.0,56.0,3.6,1023.0,1.0
2021-06-13 23:00:00,,21.0,56.0,5.4,1023.0,1.0
2021-06-14 00:00:00,,20.0,56.0,3.6,1022.0,1.0
2021-06-14 01:00:00,100.0,19.0,60.0,1.8,1022.0,1.0
2021-06-14 02:00:00,150.0,19.0,64.0,5.4,1022.0,1.0
2021-06-14 03:00:00,50.0,18.0,68.0,7.6,1022.0,1.0
2021-06-14 04:00:00,50.0,18.0,68.0,7.6,1021.0,1.0
2021-06-14 05:00:00,50.0,18.0,68.0,9.4,1021.0,1.0
2021-06-14 06:00:00,100.0,19.0,64.0,7.6,1022.0,2.0
2021-06-14 07:00:00,100.0,21.0,56.0,16.6,1021.0,2.0
2021-06-14 08:00:00,50.0,22.0,53.0,14.8,1021.0,2.0
2021-06-14 09:00:00,50.0,24.0,44.0,16.6,1021.0,2.0
2021-06-14 10:00:00,50.0,24.0,47.0,22.3,1020.0,2.0
2021-06-14 11:00:00,50.0,26.0,45.0,11.2,1020.0,2.0
2021-06-14 12:00:00,50.0,27.0,42.0,13.0,1019.0,2.0
2021-06-14 13:00:00,50.0,28.0,40.0,16.6,1019.0,2.0
2021-06-14 14:00:00,50.0,27.0,42.0,9.4,1019.0,2.0
2021-06-14 15:00:00,50.0,27.0,45.0,14.8,1019.0,2.0
2021-06-14 16:00:00,50.0,26.0,51.0,14.8,1019.0,3.0
2021-06-14 17:00:00,50.0,26.0,51.0,13.0,1019.0,3.0
2021-06-14 18:00:00,0.0,25.0,54.0,11.2,1019.0,3.0
2021-06-14 19:00:00,0.0,24.0,57.0,14.8,1020.0,3.0
2021-06-14 20:00:00,,23.0,61.0,13.0,1021.0,3.0
2021-06-14 21:00:00,,22.0,65.0,9.4,1021.0,3.0
2021-06-14 22:00:00,,21.0,69.0,13.0,1021.0,3.0
2021-06-14 23:00:00,,20.0,73.0,13.0,1022.0,3.0
2021-06-15 00:00:00,,19.0,60.0,13.0,1022.0,3.0
2021-06-15 01:00:00,0.0,18.0,60.0,16.6,1022.0,3.0
2021-06-15 02:00:00,0.0,17.0,63.0,11.2,1022.0,3.0
2021-06-15 03:00:00,0.0,16.0,63.0,13.0,1022.0,3.0
2021-06-15 04:00:00,0.0,16.0,63.0,9.4,1022.0,3.0
2021-06-15 05:00:00,50.0,15.0,67.0,11.2,1023.0,3.0
2021-06-15 06:00:00,50.0,16.0,63.0,7.6,1023.0,3.0
2021-06-15 07:00:00,50.0,16.0,68.0,11.2,1023.0,3.0
2021-06-15 08:00:00,50.0,17.0,63.0,9.4,1023.0,3.0
2021-06-15 09:00:00,50.0,19.0,60.0,7.6,1022.0,3.0
2021-06-15 10:00:00,50.0,20.0,56.0,11.2,1022.0,2.0
2021-06-15 11:00:00,50.0,21.0,56.0,13.0,1022.0,2.0
2021-06-15 12:00:00,50.0,22.0,53.0,11.2,1021.0,2.0
2021-06-15 13:00:00,50.0,23.0,47.0,14.8,1021.0,2.0
2021-06-15 14:00:00,50.0,23.0,50.0,13.0,1020.0,2.0
2021-06-15 15:00:00,50.0,24.0,44.0,16.6,1019.0,2.0
2021-06-15 16:00:00,50.0,23.0,50.0,20.5,1019.0,2.0
2021-06-15 17:00:00,100.0,23.0,50.0,24.1,1019.0,2.0
2021-06-15 18:00:00,0.0,21.0,56.0,25.9,1018.0,2.0
2021-06-15 19:00:00,,20.0,60.0,22.3,1018.0,2.0
2021-06-15 20:00:00,,19.0,64.0,20.5,1018.0,2.0
2021-06-15 21:00:00,,18.0,68.0,14.8,1018.0,2.0
2021-06-15 22:00:00,,17.0,72.0,11.2,1018.0,2.0
2021-06-15 23:00:00,,17.0,72.0,9.4,1017.0,2.0
2021-06-16 00:00:00,,17.0,72.0,9.4,1016.0,2.0
2021-06-16 01:00:00,,16.0,77.0,9.4,1016.0,2.0
2021-06-16 02:00:00,,16.0,77.0,7.6,1016.0,2.0
2021-06-16 03:00:00,,15.0,77.0,7.6,1015.0,2.0
2021-06-16 04:00:00,,15.0,82.0,9.4,1014.0,2.0
2021-06-16 05:00:00,,15.0,77.0,7.6,1014.0,2.0
2021-06-16 06:00:00,,17.0,72.0,7.6,1013.0,2.0
2021-06-16 07:00:00,,19.0,64.0,7.6,1013.0,2.0
2021-06-16 08:00:00,,21.0,64.0,11.2,1013.0,2.0
2021-06-16 09:00:00,,23.0,50.0,13.0,1012.0,2.0
2021-06-16 10:00:00,,25.0,41.0,16.6,1012.0,1.0
2021-06-16 11:00:00,,26.0,42.0,13.0,1011.0,2.0
2021-06-16 12:00:00,,26.0,48.0,14.8,1011.0,2.0
2021-06-16 13:00:00,,27.0,48.0,14.8,1011.0,2.0
2021-06-16 14:00:00,,28.0,45.0,14.8,1010.0,2.0
2021-06-16 15:00:00,,29.0,40.0,16.6,1010.0,2.0
2021-06-16 16:00:00,,28.0,42.0,14.8,1009.0,2.0
2021-06-16 17:00:00,,28.0,40.0,14.8,1009.0,7.0
2021-06-16 18:00:00,,27.0,45.0,13.0,1009.0,7.0
2021-06-16 19:00:00,,26.0,51.0,11.2,1009.0,7.0
2021-06-16 20:00:00,,24.0,69.0,14.8,1011.0,7.0
2021-06-16 21:00:00,,21.0,83.0,14.8,1011.0,8.0
2021-06-16 22:00:00,,20.0,88.0,7.6,1009.0,8.0
2021-06-16 23:00:00,,20.0,88.0,7.6,1010.0,8.0
2021-06-17 00:00:00,,20.0,88.0,9.4,1009.0,8.0
2021-06-17 01:00:00,200.0,20.0,88.0,5.4,1008.0,8.0
2021-06-17 02:00:00,300.0,20.0,88.0,1.8,1009.0,8.0
2021-06-17 03:00:00,300.0,19.0,94.0,1.8,1008.0,9.0
2021-06-17 04:00:00,300.0,19.0,88.0,3.6,1008.0,8.0
2021-06-17 05:00:00,300.0,19.0,94.0,5.4,1008.0,8.0
2021-06-17 06:00:00,300.0,20.0,88.0,5.4,1009.0,8.0
2021-06-17 07:00:00,300.0,19.0,94.0,11.2,1009.0,7.0
2021-06-17 08:00:00,200.0,20.0,88.0,3.6,1009.0,7.0
2021-06-17 09:00:00,,19.0,88.0,7.6,1010.0,7.0
2021-06-17 10:00:00,100.0,19.0,88.0,13.0,1010.0,7.0
2021-06-17 11:00:00,200.0,18.0,88.0,11.2,1011.0,7.0
2021-06-17 12:00:00,200.0,20.0,83.0,7.6,1011.0,7.0
2021-06-17 13:00:00,100.0,20.0,78.0,9.4,1011.0,7.0
2021-06-17 14:00:00,100.0,21.0,73.0,11.2,1012.0,7.0
2021-06-17 15:00:00,100.0,21.0,73.0,11.2,1012.0,7.0
2021-06-17 16:00:00,100.0,20.0,78.0,13.0,1013.0,4.0
2021-06-17 17:00:00,100.0,19.0,88.0,14.8,1013.0,4.0
2021-06-17 18:00:00,200.0,19.0,88.0,9.4,1013.0,4.0
2021-06-17 19:00:00,300.0,18.0,94.0,7.6,1013.0,7.0
2021-06-17 20:00:00,300.0,18.0,94.0,7.6,1014.0,4.0
2021-06-17 21:00:00,100.0,17.0,94.0,9.4,1014.0,4.0
2021-06-17 22:00:00,,17.0,94.0,11.2,1014.0,7.0
2021-06-17 23:00:00,,17.0,88.0,11.2,1014.0,7.0
2021-06-18 00:00:00,,17.0,88.0,11.2,1014.0,7.0
2021-06-18 01:00:00,200.0,16.0,94.0,9.4,1014.0,7.0
2021-06-18 02:00:00,200.0,16.0,94.0,11.2,1014.0,8.0
2021-06-18 03:00:00,200.0,16.0,94.0,9.4,1014.0,8.0
2021-06-18 04:00:00,200.0,16.0,94.0,9.4,1014.0,8.0
2021-06-18 05:00:00,200.0,16.0,94.0,9.4,1013.0,9.0
2021-06-18 06:00:00,200.0,16.0,94.0,9.4,1013.0,9.0
2021-06-18 07:00:00,200.0,16.0,94.0,13.0,1013.0,9.0
2021-06-18 08:00:00,200.0,15.0,100.0,9.4,1013.0,9.0
2021-06-18 09:00:00,200.0,15.0,94.0,13.0,1013.0,9.0
2021-06-18 10:00:00,200.0,15.0,94.0,11.2,1012.0,9.0
2021-06-18 11:00:00,200.0,15.0,94.0,11.2,1012.0,9.0
2021-06-18 12:00:00,200.0,15.0,94.0,9.4,1012.0,9.0
2021-06-18 13:00:00,200.0,15.0,94.0,11.2,1012.0,9.0
2021-06-18 14:00:00,200.0,15.0,94.0,11.2,1012.0,9.0
2021-06-18 15:00:00,200.0,15.0,94.0,14.8,1012.0,9.0
2021-06-18 16:00:00,200.0,15.0,88.0,14.8,1012.0,5.0
2021-06-18 17:00:00,200.0,14.0,94.0,14.8,1012.0,8.0
2021-06-18 18:00:00,200.0,14.0,94.0,14.8,1012.0,8.0
2021-06-18 19:00:00,200.0,14.0,94.0,13.0,1012.0,8.0
2021-06-18 20:00:00,200.0,14.0,94.0,9.4,1013.0,7.0
2021-06-18 21:00:00,200.0,14.0,94.0,11.2,1014.0,7.0
2021-06-18 22:00:00,200.0,13.0,94.0,14.8,1014.0,7.0
2021-06-18 23:00:00,,13.0,94.0,13.0,1014.0,7.0
2021-06-19 00:00:00,,13.0,88.0,13.0,1014.0,7.0
2021-06-19 01:00:00,100.0,12.0,94.0,13.0,1014.0,4.0
2021-06-19 02:00:00,100.0,12.0,94.0,13.0,1015.0,4.0
2021-06-19 03:00:00,200.0,12.0,94.0,9.4,1015.0,4.0
2021-06-19 04:00:00,200.0,13.0,88.0,7.6,1015.0,3.0
2021-06-19 05:00:00,200.0,13.0,88.0,5.4,1016.0,5.0
2021-06-19 06:00:00,200.0,13.0,88.0,9.4,1016.0,4.0
2021-06-19 07:00:00,200.0,13.0,88.0,7.6,1016.0,4.0
2021-06-19 08:00:00,200.0,13.0,88.0,7.6,1016.0,4.0
2021-06-19 09:00:00,200.0,14.0,82.0,5.4,1015.0,4.0
2021-06-19 10:00:00,200.0,14.0,82.0,7.6,1016.0,4.0
2021-06-19 11:00:00,200.0,15.0,77.0,5.4,1016.0,4.0
2021-06-19 12:00:00,200.0,15.0,77.0,5.4,1015.0,4.0
2021-06-19 13:00:00,200.0,16.0,77.0,11.2,1014.0,4.0
2021-06-19 14:00:00,200.0,16.0,77.0,13.0,1014.0,4.0
2021-06-19 15:00:00,200.0,16.0,77.0,16.6,1013.0,4.0
2021-06-19 16:00:00,200.0,15.0,88.0,18.4,1013.0,4.0
2021-06-19 17:00:00,200.0,15.0,88.0,16.6,1012.0,7.0
2021-06-19 18:00:00,200.0,15.0,88.0,16.6,1011.0,7.0
2021-06-19 19:00:00,200.0,15.0,88.0,20.5,1011.0,7.0
2021-06-19 20:00:00,200.0,15.0,88.0,20.5,1010.0,7.0
2021-06-19 21:00:00,200.0,14.0,88.0,20.5,1010.0,8.0
2021-06-19 22:00:00,200.0,14.0,88.0,18.4,1010.0,7.0
2021-06-19 23:00:00,,14.0,88.0,7.6,1010.0,7.0
2021-06-20 00:00:00,,14.0,88.0,9.4,1009.0,7.0
2021-06-20 01:00:00,200.0,13.0,94.0,9.4,1008.0,7.0
2021-06-20 02:00:00,200.0,13.0,94.0,11.2,1008.0,7.0
2021-06-20 03:00:00,200.0,13.0,94.0,7.6,1008.0,7.0
2021-06-20 04:00:00,200.0,13.0,94.0,7.6,1008.0,7.0
2021-06-20 05:00:00,200.0,13.0,94.0,5.4,1008.0,7.0
2021-06-20 06:00:00,200.0,13.0,94.0,5.4,1008.0,7.0
2021-06-20 07:00:00,200.0,13.0,94.0,7.6,1009.0,4.0
2021-06-20 08:00:00,200.0,14.0,94.0,5.4,1009.0,5.0
2021-06-20 09:00:00,200.0,14.0,94.0,5.4,1009.0,4.0
2021-06-20 10:00:00,200.0,15.0,94.0,7.6,1009.0,7.0
2021-06-20 11:00:00,200.0,16.0,82.0,7.6,1009.0,7.0
2021-06-20 12:00:00,200.0,16.0,82.0,5.4,1009.0,4.0
2021-06-20 13:00:00,200.0,17.0,77.0,9.4,1009.0,4.0
2021-06-20 14:00:00,200.0,18.0,78.0,9.4,1009.0,4.0
2021-06-20 15:00:00,200.0,18.0,78.0,11.2,1008.0,4.0
2021-06-20 16:00:00,200.0,18.0,73.0,13.0,1008.0,4.0
2021-06-20 17:00:00,200.0,17.0,77.0,16.6,1009.0,4.0
2021-06-20 18:00:00,200.0,17.0,83.0,22.3,1010.0,4.0
2021-06-20 19:00:00,200.0,16.0,82.0,20.5,1010.0,4.0
2021-06-20 20:00:00,200.0,15.0,88.0,18.4,1010.0,4.0
2021-06-20 21:00:00,200.0,15.0,88.0,16.6,1010.0,4.0
2021-06-20 22:00:00,200.0,15.0,82.0,16.6,1010.0,4.0
2021-06-20 23:00:00,,14.0,82.0,16.6,1010.0,4.0
2021-06-21 00:00:00,,14.0,82.0,20.5,1010.0,4.0
2021-06-21 01:00:00,100.0,13.0,82.0,16.6,1010.0,4.0
2021-06-21 02:00:00,100.0,13.0,82.0,18.4,1010.0,4.0
2021-06-21 03:00:00,100.0,13.0,82.0,18.4,1010.0,4.0
2021-06-21 04:00:00,100.0,12.0,88.0,14.8,1010.0,7.0
2021-06-21 05:00:00,100.0,12.0,82.0,11.2,1010.0,7.0
2021-06-21 06:00:00,100.0,12.0,82.0,9.4,1011.0,7.0
2021-06-21 07:00:00,100.0,12.0,88.0,11.2,1011.0,7.0
2021-06-21 08:00:00,200.0,13.0,82.0,14.8,1012.0,8.0
2021-06-21 09:00:00,200.0,13.0,88.0,13.0,1012.0,8.0
2021-06-21 10:00:00,200.0,13.0,88.0,13.0,1013.0,8.0
2021-06-21 11:00:00,200.0,13.0,88.0,18.4,1013.0,8.0
2021-06-21 12:00:00,200.0,14.0,82.0,18.4,1013.0,7.0
2021-06-21 13:00:00,200.0,13.0,88.0,16.6,1013.0,7.0
2021-06-21 14:00:00,200.0,14.0,82.0,16.6,1013.0,7.0
2021-06-21 15:00:00,200.0,14.0,82.0,20.5,1014.0,7.0
2021-06-21 16:00:00,200.0,14.0,77.0,14.8,1015.0,7.0
2021-06-21 17:00:00,200.0,14.0,77.0,20.5,1015.0,7.0
2021-06-21 18:00:00,200.0,14.0,77.0,18.4,1016.0,7.0
2021-06-21 19:00:00,200.0,14.0,77.0,24.1,1016.0,7.0
2021-06-21 20:00:00,200.0,14.0,77.0,20.5,1017.0,7.0
2021-06-21 21:00:00,200.0,14.0,77.0,13.0,1017.0,7.0
2021-06-21 22:00:00,100.0,13.0,88.0,11.2,1017.0,4.0
2021-06-21 23:00:00,,13.0,82.0,13.0,1018.0,7.0
2021-06-22 00:00:00,,13.0,82.0,11.2,1018.0,4.0
2021-06-22 01:00:00,100.0,13.0,82.0,11.2,1018.0,7.0
2021-06-22 02:00:00,100.0,12.0,82.0,11.2,1018.0,7.0
2021-06-22 03:00:00,100.0,12.0,82.0,14.8,1018.0,4.0
2021-06-22 04:00:00,100.0,12.0,77.0,13.0,1019.0,7.0
2021-06-22 05:00:00,100.0,12.0,82.0,11.2,1019.0,7.0
2021-06-22 06:00:00,100.0,12.0,77.0,11.2,1019.0,4.0
2021-06-22 07:00:00,100.0,12.0,77.0,13.0,1020.0,4.0
2021-06-22 08:00:00,100.0,13.0,72.0,13.0,1020.0,4.0
2021-06-22 09:00:00,100.0,13.0,72.0,18.4,1020.0,4.0
2021-06-22 10:00:00,100.0,14.0,63.0,22.3,1020.0,4.0
2021-06-22 11:00:00,100.0,15.0,55.0,20.5,1020.0,4.0
2021-06-22 12:00:00,100.0,16.0,55.0,16.6,1021.0,4.0
2021-06-22 13:00:00,100.0,15.0,55.0,13.0,1021.0,4.0
2021-06-22 14:00:00,100.0,16.0,52.0,18.4,1021.0,4.0
2021-06-22 15:00:00,100.0,16.0,52.0,13.0,1021.0,4.0
2021-06-22 16:00:00,100.0,16.0,52.0,14.8,1022.0,3.0
2021-06-22 17:00:00,100.0,16.0,55.0,18.4,1022.0,3.0
2021-06-22 18:00:00,100.0,16.0,55.0,13.0,1022.0,3.0
2021-06-22 19:00:00,100.0,15.0,55.0,13.0,1022.0,3.0
2021-06-22 20:00:00,100.0,15.0,59.0,11.2,1023.0,3.0
2021-06-22 21:00:00,,14.0,63.0,9.4,1023.0,3.0
2021-06-22 22:00:00,,14.0,63.0,5.4,1024.0,2.0
2021-06-22 23:00:00,,13.0,67.0,5.4,1024.0,2.0
2021-06-23 00:00:00,,12.0,72.0,5.4,1024.0,3.0
2021-06-23 01:00:00,100.0,11.0,76.0,5.4,1024.0,2.0
2021-06-23 02:00:00,100.0,10.0,87.0,5.4,1023.0,2.0
2021-06-23 03:00:00,100.0,10.0,82.0,5.4,1024.0,2.0
2021-06-23 04:00:00,100.0,9.0,87.0,7.6,1024.0,2.0
2021-06-23 05:00:00,100.0,10.0,82.0,3.6,1024.0,2.0
2021-06-23 06:00:00,100.0,11.0,76.0,5.4,1024.0,2.0
2021-06-23 07:00:00,100.0,13.0,72.0,5.4,1025.0,2.0
2021-06-23 08:00:00,100.0,14.0,63.0,7.6,1024.0,2.0
2021-06-23 09:00:00,100.0,15.0,51.0,11.2,1024.0,2.0
2021-06-23 10:00:00,100.0,16.0,48.0,9.4,1024.0,2.0
2021-06-23 11:00:00,100.0,17.0,52.0,16.6,1024.0,2.0
2021-06-23 12:00:00,100.0,18.0,49.0,13.0,1023.0,2.0
2021-06-23 13:00:00,100.0,19.0,46.0,13.0,1023.0,2.0
2021-06-23 14:00:00,100.0,20.0,43.0,11.2,1023.0,2.0
